timestep,temp_air,rh,wind_dir,wind_speed,dni,dhi
7039,16.0,94,150,3.1,280,125
7040,17.2,81,100,4.1,149,235
7041,17.0,82,90,4.1,86,333
7042,15.0,100,120,4.1,20,366
7043,14.8,96,100,7.2,3,273
7044,15.0,94,90,8.2,662,353
7045,18.0,83,90,3.1,317,365
7046,19.8,69,30,4.1,691,259
7047,21.0,64,50,1.5,721,156
7048,17.0,94,150,6.2,139,232
7049,17.6,90,150,4.1,249,121
7050,16.0,94,140,4.1,0,30
7051,16.0,94,140,3.1,0,0
7052,16.0,94,110,3.1,0,0
7053,15.0,100,100,2.6,0,0
7054,16.0,94,90,2.6,0,0
7055,15.8,91,90,2.6,0,0
7056,14.0,100,100,2.1,0,0
7057,13.0,94,90,1.0,0,0
7058,13.6,96,150,2.1,0,0
7059,14.0,94,110,2.1,0,0
7060,14.0,94,160,2.6,0,0
7061,15.0,93,140,2.6,0,0
7062,16.0,94,120,3.6,0,26
7063,17.0,94,100,4.1,271,130
7064,18.6,77,50,4.1,472,176
7065,15.0,100,130,3.1,183,337
7066,18.0,83,130,5.7,220,399
7067,18.8,81,140,5.1,686,308
7068,19.0,83,140,5.1,840,182
7069,19.0,83,120,6.7,827,180
7070,19.0,83,130,6.7,828,148
7071,18.0,88,120,6.7,732,153
7072,18.0,83,120,7.2,587,138
7073,18.0,81,110,8.2,285,119
7074,16.0,88,120,5.7,0,31
7075,16.0,88,110,6.2,0,0
7076,16.2,83,100,5.7,0,0
7077,15.0,94,100,4.6,0,0
7078,15.0,94,100,3.6,0,0
7079,15.2,89,100,2.6,0,0
7080,14.0,94,80,2.6,0,0
7081,13.0,94,0,0.0,0,0
7082,13.2,88,40,2.1,0,0
7083,11.0,100,80,2.6,0,0
7084,11.0,100,80,2.6,0,0
7085,12.2,97,90,2.1,0,0
7086,13.0,94,80,2.1,13,38
7087,15.0,88,50,3.6,285,128
7088,17.0,80,50,4.6,476,189
7089,19.0,68,50,4.6,717,168
7090,19.0,73,130,4.1,797,174
7091,18.0,73,130,4.6,842,174
7092,19.0,60,120,4.6,864,169
7093,17.0,94,120,6.7,315,369
7094,18.0,81,130,7.2,221,397
7095,18.0,88,130,6.7,171,340
7096,17.9,80,130,6.7,287,211
7097,17.8,80,100,6.7,201,124
7098,16.0,94,100,6.7,0,32
7099,16.0,94,100,6.7,0,0
7100,16.2,87,90,6.7,0,0
7101,15.0,94,80,5.7,0,0
7102,14.0,94,80,5.1,0,0
7103,15.0,84,80,4.6,0,0
7104,13.0,94,70,3.6,0,0
7105,12.0,100,70,2.6,0,0
7106,13.6,86,90,3.1,0,0
7107,13.0,94,100,3.1,0,0
7108,13.0,94,90,3.1,0,0
7109,13.6,93,100,3.1,0,0
7110,14.0,100,90,4.1,13,40
7111,16.0,88,90,4.1,286,130
7112,17.6,72,60,7.2,536,173
7113,19.0,64,70,8.7,721,167
7114,21.0,53,70,7.7,810,168
7115,21.2,52,70,5.1,823,202
7116,20.0,53,80,6.2,874,162
7117,19.0,68,120,5.1,842,174
7118,19.2,70,120,4.6,816,157
7119,18.0,83,110,6.2,718,161
7120,19.0,78,100,5.1,141,237
7121,18.4,79,110,3.1,65,129
7122,16.0,94,120,3.1,0,24
7123,18.0,83,70,4.6,0,0
7124,19.0,72,70,5.1,0,0
7125,17.0,88,60,6.2,0,0
7126,16.0,94,70,4.6,0,0
7127,16.6,84,60,5.7,0,0
7128,15.0,94,60,4.6,0,0
7129,15.0,94,50,4.1,0,0
7130,16.0,87,50,4.6,0,0
7131,15.0,94,50,4.6,0,0
7132,15.0,94,40,3.6,0,0
7133,15.0,94,60,3.1,0,0
7134,15.0,100,50,3.1,0,31
7135,18.0,88,50,6.2,76,136
7136,20.2,71,40,7.2,139,249
7137,21.0,69,30,5.7,173,350
7138,21.0,64,80,4.1,290,349
7139,22.6,57,50,5.7,694,309
7140,21.0,64,130,2.6,249,452
7141,21.0,69,130,3.1,226,452
7142,20.0,72,110,4.1,607,304
7143,20.0,73,120,4.6,727,156
7144,19.0,78,120,3.6,574,145
7145,19.0,78,110,2.6,291,122
7146,18.0,83,100,3.1,0,36
7147,17.0,88,90,2.6,0,0
7148,18.8,77,60,4.1,0,0
7149,18.0,94,50,5.1,0,0
7150,18.0,94,50,6.2,0,0
7151,17.0,94,50,5.1,0,0
7152,16.0,100,50,4.1,0,0
7153,16.0,94,50,5.1,0,0
7154,16.8,90,50,6.2,0,0
7155,16.0,94,40,6.2,0,0
7156,15.0,100,40,5.7,0,0
7157,16.0,94,30,6.2,0,0
7158,15.0,100,30,5.7,0,33
7159,18.0,94,20,6.7,210,161
7160,20.2,76,20,6.7,547,173
7161,22.0,73,30,7.7,746,154
7162,24.0,65,20,7.2,853,136
7163,25.0,61,20,6.9,910,119
7164,26.0,51,350,6.7,873,167
7165,27.0,53,350,5.1,852,171
7166,28.0,45,20,3.6,836,149
7167,22.0,69,100,5.1,717,164
7168,22.0,69,110,4.1,592,141
7169,21.0,69,110,3.6,294,123
7170,18.0,83,110,3.6,0,38
7171,18.0,88,100,3.1,0,0
7172,20.0,74,60,4.1,0,0
7173,19.0,83,60,4.6,0,0
7174,19.0,83,40,7.2,0,0
7175,18.0,94,40,8.2,0,0
7176,17.0,94,40,7.7,0,0
7177,17.0,94,30,5.7,0,0
7178,17.2,94,30,4.1,0,0
7179,15.0,94,0,0.0,0,0
7180,15.0,94,0,0.0,0,0
7181,15.2,93,0,0.0,0,0
7182,16.0,100,100,3.6,22,46
7183,17.3,84,100,3.6,307,133
7184,18.6,79,110,3.6,552,173
7185,19.0,88,130,3.6,746,155
7186,21.0,78,110,4.1,852,137
7187,22.0,82,110,4.6,901,126
7188,22.0,78,110,5.7,899,132
7189,22.0,73,120,5.1,883,136
7190,22.0,74,130,4.6,883,108
7191,21.0,78,140,4.6,789,120
7192,22.0,73,120,5.1,636,119
7193,20.0,81,110,4.6,293,125
7194,18.0,94,110,3.6,5,39
7195,17.0,100,110,2.6,0,0
7196,17.8,92,140,1.0,0,0
7197,17.0,100,100,2.1,0,0
7198,18.0,94,50,3.6,0,0
7199,19.2,88,30,1.5,0,0
7200,18.0,94,30,3.6,0,0
7201,17.0,100,20,4.1,0,0
7202,17.9,95,0,0.0,0,0
7203,16.0,100,30,2.1,0,0
7204,16.0,100,130,2.1,0,0
7205,17.4,96,50,2.6,0,0
7206,18.0,94,60,3.6,0,36
7207,19.0,100,70,3.1,0,72
7208,20.6,85,50,2.6,176,234
7209,19.8,91,50,3.1,53,326
7210,19.0,88,190,3.6,15,240
7211,22.0,83,150,1.5,7,276
7212,23.0,83,140,2.1,7,285
7213,20.0,88,170,3.1,7,275
7214,20.8,83,150,3.1,6,244
7215,18.0,100,160,3.6,3,197
7216,19.0,94,190,3.1,0,135
7217,19.0,90,170,4.1,0,67
7218,17.0,94,150,3.1,0,12
7219,16.0,100,150,4.1,0,0
7220,16.6,87,130,3.6,0,0
7221,15.0,100,140,4.6,0,0
7222,16.0,94,140,5.1,0,0
7223,16.6,100,150,5.7,0,0
7224,16.0,94,150,5.1,0,0
7225,16.0,94,150,4.1,0,0
7226,17.0,94,140,5.7,0,0
7227,16.0,100,140,5.1,0,0
7228,16.0,94,120,5.1,0,0
7229,16.8,100,120,4.6,0,0
7230,16.0,94,130,6.2,0,16
7231,16.0,94,130,5.7,0,73
7232,17.0,94,130,6.7,0,142
7233,17.0,94,120,7.2,2,203
7234,17.0,94,120,7.7,4,250
7235,17.0,90,120,7.2,5,280
7236,16.0,94,110,7.7,6,289
7237,16.0,94,110,6.7,5,278
7238,16.4,91,110,9.3,4,247
7239,15.0,100,120,9.8,2,199
7240,15.0,94,110,10.3,0,137
7241,15.0,94,110,9.8,0,68
7242,15.0,82,110,9.2,0,13
7243,15.0,88,120,8.7,0,0
7244,15.8,81,110,9.3,0,0
7245,15.0,88,110,14.4,0,0
7246,15.0,88,110,9.3,0,0
7247,15.0,88,110,8.2,0,0
7248,15.0,88,100,8.2,0,0
7249,15.0,88,110,9.3,0,0
7250,15.4,82,100,7.7,0,0
7251,14.0,94,110,7.7,0,0
7252,14.0,94,110,7.7,0,0
7253,15.4,85,100,8.7,0,0
7254,15.0,88,100,8.7,0,17
7255,15.0,94,100,7.2,0,74
7256,15.8,81,100,7.7,0,143
7257,16.0,88,100,6.7,2,205
7258,16.0,82,100,7.7,4,252
7259,17.0,82,100,7.2,5,281
7260,15.0,100,100,5.7,6,290
7261,15.0,100,90,6.2,5,279
7262,16.0,90,90,6.7,4,249
7263,17.0,88,90,8.2,170,354
7264,17.0,82,80,6.2,89,276
7265,17.6,72,90,6.7,271,131
7266,16.0,77,80,6.7,10,43
7267,15.0,82,80,5.7,0,0
7268,15.6,75,70,6.2,0,0
7269,14.0,88,80,5.1,0,0
7270,14.0,88,80,5.1,0,0
7271,15.0,79,90,4.6,0,0
7272,14.0,88,80,3.6,0,0
7273,14.0,94,90,3.1,0,0
7274,14.0,88,90,3.6,0,0
7275,14.0,94,90,3.6,0,0
7276,13.0,94,100,5.1,0,0
7277,14.4,84,100,5.1,0,1
7278,14.0,94,90,5.1,16,49
7279,16.0,72,80,4.6,259,151
7280,18.4,68,50,7.2,549,179
7281,20.0,64,50,9.8,722,176
7282,21.0,64,60,7.2,800,182
7283,22.2,58,50,5.7,826,205
7284,23.0,61,40,6.7,848,188
7285,23.0,57,40,8.7,319,379
7286,23.6,56,60,7.2,674,282
7287,23.0,57,70,9.3,1,202
7288,21.0,64,60,7.2,0,139
7289,21.0,65,60,6.7,0,70
7290,18.9,73,70,6.7,0,14
7291,18.4,75,70,4.1,0,0
7292,17.8,77,80,6.7,0,0
7293,17.3,78,80,6.7,0,0
7294,16.6,79,70,7.7,0,0
7295,15.9,78,70,7.7,0,0
7296,15.3,78,30,6.2,0,0
7297,14.7,78,40,8.2,0,0
7298,14.3,79,40,7.2,0,0
7299,13.9,80,30,7.2,0,0
7300,13.6,82,50,5.1,0,0
7301,13.3,85,60,6.2,0,1
7302,14.0,82,80,5.1,0,35
7303,15.0,77,50,5.1,0,117
7304,16.6,66,40,4.6,0,145
7305,18.0,64,30,9.8,3,207
7306,20.0,56,30,8.8,4,255
7307,20.8,57,30,7.7,5,284
7308,20.8,60,30,8.0,30,407
7309,20.9,63,30,8.2,116,420
7310,20.9,66,30,8.5,144,425
7311,21.0,69,360,8.8,104,348
7312,20.3,62,360,7.1,69,241
7313,19.7,61,360,5.3,8,131
7314,19.0,78,350,3.6,0,26
7315,18.0,83,340,2.6,0,0
7316,17.0,88,330,3.6,0,0
7317,16.5,86,50,2.6,0,0
7318,16.0,94,50,3.6,0,0
7319,15.0,100,30,3.6,0,0
7320,16.0,94,360,2.6,0,0
7321,16.0,94,0,0.0,0,0
7322,15.5,97,220,3.1,0,0
7323,15.0,100,10,4.1,0,0
7324,16.0,99,10,3.9,0,0
7325,17.0,100,220,3.6,0,0
7326,17.0,94,220,4.1,0,18
7327,17.3,93,220,2.1,0,76
7328,17.6,90,0,0.0,0,145
7329,16.8,95,0,2.3,21,309
7330,16.0,94,120,4.6,133,403
7331,16.4,96,100,3.6,304,396
7332,18.0,88,70,2.1,271,442
7333,18.3,87,70,4.4,269,425
7334,18.6,85,190,6.7,216,415
7335,17.9,83,190,6.0,94,341
7336,17.3,79,190,5.3,16,209
7337,16.6,75,190,4.6,0,71
7338,16.0,82,190,4.1,0,15
7339,16.0,82,180,5.1,0,0
7340,16.2,84,190,5.1,0,0
7341,15.2,87,190,4.4,0,0
7342,14.2,89,190,3.8,0,0
7343,13.2,91,310,3.1,0,0
7344,13.0,88,210,3.1,0,0
7345,13.0,88,300,4.1,0,0
7346,12.8,93,290,4.1,0,0
7347,14.0,88,280,7.2,0,0
7348,15.0,82,260,7.7,0,0
7349,14.0,89,240,7.7,0,2
7350,15.0,82,200,7.7,36,57
7351,15.0,77,220,10.3,278,156
7352,15.6,72,210,9.3,557,181
7353,16.0,77,210,9.3,730,178
7354,16.0,68,210,9.3,795,198
7355,16.0,69,210,9.3,861,173
7356,16.0,67,210,8.2,880,172
7357,16.0,63,200,7.2,883,158
7358,15.9,64,230,8.2,822,173
7359,16.0,59,210,7.2,731,175
7360,15.0,72,190,6.2,562,169
7361,15.2,69,200,7.2,299,136
7362,14.0,77,180,5.1,25,49
7363,14.0,77,170,6.2,0,1
7364,13.6,75,160,4.1,0,0
7365,13.0,77,150,5.1,0,0
7366,13.0,77,140,3.1,0,0
7367,12.6,78,110,2.1,0,0
7368,12.6,78,110,2.1,0,0
7369,11.1,85,110,2.3,0,0
7370,9.6,93,340,2.6,0,0
7371,9.0,95,330,2.1,0,0
7372,8.0,100,330,3.1,0,0
7373,8.6,95,340,2.1,0,2
7374,11.0,94,0,0.0,34,59
7375,14.0,72,140,4.1,279,157
7376,14.4,66,120,2.1,550,184
7377,15.0,67,120,2.1,687,210
7378,15.0,63,130,4.1,803,195
7379,15.6,65,120,5.7,888,158
7380,16.0,68,150,6.2,892,165
7381,15.8,67,150,6.2,888,157
7382,15.6,69,140,6.2,823,174
7383,15.8,71,140,6.9,712,183
7384,16.0,68,130,7.7,441,211
7385,14.0,87,120,9.3,68,146
7386,13.0,86,120,8.5,0,38
7387,12.0,76,120,7.7,0,1
7388,14.0,67,110,7.2,0,0
7389,14.0,72,100,5.1,0,0
7390,14.0,72,80,5.1,0,0
7391,14.0,72,90,6.2,0,0
7392,13.8,75,90,6.2,0,0
7393,14.0,77,80,4.1,0,0
7394,13.5,81,80,4.6,0,0
7395,13.0,82,110,5.1,0,0
7396,12.7,89,110,5.6,0,0
7397,12.4,93,90,6.2,0,1
7398,13.0,88,90,7.7,0,31
7399,14.0,82,90,7.7,25,148
7400,15.0,80,100,7.2,150,263
7401,16.0,72,90,8.2,174,371
7402,16.0,77,90,8.2,222,424
7403,17.8,71,110,9.3,276,430
7404,17.0,77,110,10.8,276,445
7405,18.0,77,120,9.8,273,428
7406,17.4,79,110,9.8,219,420
7407,17.2,79,110,10.5,170,364
7408,17.0,82,110,11.3,86,287
7409,16.8,79,110,10.8,66,148
7410,16.7,78,110,11.5,0,33
7411,16.5,78,110,12.2,0,1
7412,16.4,77,90,12.9,0,0
7413,16.0,82,90,9.3,0,0
7414,15.9,81,90,8.9,0,0
7415,15.8,82,90,8.5,0,0
7416,15.6,84,90,8.0,0,0
7417,15.5,85,90,7.6,0,0
7418,15.4,86,90,7.2,0,0
7419,15.0,88,90,7.7,0,0
7420,15.0,90,90,7.7,0,0
7421,15.0,88,90,7.7,0,2
7422,16.0,82,90,9.3,44,61
7423,16.8,82,90,8.7,280,160
7424,17.6,78,100,8.2,549,188
7425,18.3,75,100,8.0,725,183
7426,19.0,73,90,7.7,801,190
7427,19.5,71,90,8.0,810,209
7428,20.0,73,90,8.2,660,328
7429,20.2,68,90,5.6,490,390
7430,20.4,68,60,3.1,251,394
7431,19.7,70,60,4.6,328,331
7432,19.0,78,110,6.2,374,220
7433,19.0,72,110,5.9,152,152
7434,19.0,72,110,5.6,0,41
7435,19.0,72,110,5.4,0,1
7436,19.0,73,70,5.1,0,0
7437,18.0,77,90,5.1,0,0
7438,17.0,82,110,4.1,0,0
7439,17.0,82,110,4.1,0,0
7440,16.7,86,110,4.8,0,0
7441,16.3,88,110,5.5,0,0
7442,16.0,90,100,6.2,0,0
7443,16.0,90,100,6.2,0,0
7444,16.0,94,100,6.2,0,0
7445,16.0,92,90,6.2,0,1
7446,17.0,88,100,5.1,0,21
7447,17.0,88,110,4.1,0,80
7448,18.6,82,60,7.2,0,149
7449,18.0,83,110,5.1,3,210
7450,18.8,87,110,6.6,5,257
7451,19.6,85,80,8.2,7,285
7452,19.3,89,80,8.2,7,295
7453,19.0,56,70,8.2,6,288
7454,19.4,91,60,7.7,6,253
7455,20.0,83,60,7.2,3,205
7456,20.0,88,60,8.2,0,143
7457,19.4,89,70,8.7,0,75
7458,19.3,91,70,9.6,0,18
7459,19.1,92,70,10.4,0,0
7460,19.0,93,50,11.3,0,0
7461,18.9,94,50,11.0,0,0
7462,18.7,96,50,10.6,0,0
7463,18.6,98,30,10.3,0,0
7464,19.0,94,20,8.2,0,0
7465,19.0,94,40,10.3,0,0
7466,18.4,96,20,5.1,0,0
7467,18.0,100,10,5.1,0,0
7468,18.0,100,360,5.1,0,0
7469,19.0,94,330,5.1,0,1
7470,19.0,100,310,4.1,0,50
7471,21.0,88,20,5.7,244,145
7472,23.2,84,20,5.1,507,192
7473,21.0,88,100,6.2,650,210
7474,19.0,88,90,6.7,739,214
7475,20.0,89,120,6.2,794,204
7476,21.0,88,110,6.2,578,344
7477,21.0,88,100,6.2,232,465
7478,18.4,94,310,8.2,41,224
7479,20.0,100,80,2.1,592,245
7480,20.0,100,330,3.6,0,144
7481,20.0,82,330,6.2,0,75
7482,20.0,100,30,8.8,0,18
7483,20.0,94,50,6.2,0,2
7484,20.5,75,50,8.2,0,0
7485,21.0,94,350,10.3,0,0
7486,17.0,94,310,10.3,0,0
7487,17.0,88,310,8.7,0,0
7488,16.0,88,300,10.3,0,0
7489,16.0,88,300,10.3,0,0
7490,15.8,88,310,7.7,0,0
7491,15.0,94,320,9.3,0,0
7492,15.0,94,320,7.7,0,0
7493,15.0,98,300,9.3,0,1
7494,15.5,95,300,11.4,0,22
7495,16.0,94,270,13.4,0,81
7496,15.8,94,270,13.9,0,150
7497,17.0,82,260,14.4,3,212
7498,14.0,100,260,14.9,5,259
7499,14.9,98,260,16.5,6,289
7500,15.9,92,260,18.0,6,298
7501,16.8,86,260,19.5,5,287
7502,17.8,81,240,21.1,5,257
7503,18.3,79,240,18.7,398,337
7504,18.7,76,240,16.3,582,161
7505,19.2,74,240,13.9,305,144
7506,18.8,74,240,13.0,35,58
7507,18.4,73,240,12.2,0,2
7508,18.0,73,240,11.3,0,0
7509,17.7,72,240,12.0,0,0
7510,17.5,71,240,12.7,0,0
7511,17.2,70,240,13.4,0,0
7512,16.5,70,240,11.7,0,0
7513,15.9,69,240,9.9,0,0
7514,15.2,69,260,8.2,0,0
7515,14.9,72,260,8.0,0,0
7516,14.5,75,260,7.9,0,0
7517,14.2,77,260,7.7,0,3
7518,14.9,75,260,8.9,46,66
7519,15.5,73,260,10.1,289,164
7520,16.2,71,240,11.3,557,189
7521,16.2,73,240,11.0,716,191
7522,16.2,75,240,10.6,740,222
7523,16.2,77,220,10.3,521,393
7524,16.1,77,220,8.7,338,475
7525,16.0,77,190,7.2,165,435
7526,15.4,78,200,6.2,4,259
7527,15.3,78,200,4.3,3,210
7528,15.3,77,200,2.4,0,148
7529,15.2,76,180,0.5,0,78
7530,15.1,76,180,2.6,0,20
7531,15.0,77,150,4.6,0,1
7532,14.2,79,140,6.2,0,0
7533,14.1,78,140,5.4,0,0
7534,14.0,77,150,4.6,0,0
7535,13.0,80,120,3.1,0,0
7536,13.5,78,120,3.6,0,0
7537,14.0,77,140,4.1,0,0
7538,13.6,79,170,4.1,0,0
7539,14.0,77,210,5.7,0,0
7540,15.0,72,0,0.0,0,0
7541,12.6,91,0,0.0,0,2
7542,12.8,87,0,0.0,0,46
7543,13.0,88,0,0.0,0,128
7544,13.8,75,190,4.1,0,153
7545,15.0,68,170,5.1,14,327
7546,15.0,67,170,5.6,126,424
7547,15.0,66,180,6.2,239,475
7548,15.0,65,180,5.8,284,450
7549,15.0,63,180,5.5,282,433
7550,15.0,62,150,5.1,155,488
7551,15.0,63,150,4.6,294,345
7552,15.0,63,150,4.1,284,261
7553,14.6,66,0,0.0,189,164
7554,13.8,69,0,0.0,32,62
7555,13.0,72,0,0.0,0,3
7556,12.4,74,0,0.0,0,0
7557,11.4,80,0,0.9,0,0
7558,10.4,86,0,1.7,0,0
7559,9.4,92,340,2.6,0,0
7560,9.0,93,330,3.1,0,0
7561,9.0,87,310,2.6,0,0
7562,8.0,93,340,3.6,0,0
7563,8.0,93,340,4.1,0,0
7564,8.0,93,330,3.1,0,0
7565,8.0,90,350,3.1,0,4
7566,10.0,87,340,3.6,50,69
7567,14.0,72,320,4.1,293,165
7568,16.0,62,320,5.7,571,186
7569,18.0,59,260,6.2,697,214
7570,19.0,52,260,8.2,808,200
7571,19.4,55,260,9.3,887,166
7572,20.0,53,250,9.3,882,178
7573,17.0,72,240,9.3,832,200
7574,18.4,66,180,7.2,721,237
7575,17.2,68,180,6.7,721,180
7576,16.0,72,180,6.2,605,157
7577,15.0,71,190,5.1,319,147
7578,15.0,72,180,4.1,58,60
7579,14.0,77,170,3.1,0,3
7580,13.8,75,170,4.1,0,0
7581,14.0,77,150,3.1,0,0
7582,13.0,82,170,4.1,0,0
7583,13.0,78,170,4.4,0,0
7584,13.0,76,170,4.6,0,0
7585,13.0,74,170,4.9,0,0
7586,13.0,72,180,5.1,0,0
7587,12.5,74,180,5.1,0,0
7588,12.0,82,180,5.1,0,0
7589,11.8,78,210,4.1,0,4
7590,14.0,47,200,5.1,50,70
7591,14.0,67,210,5.1,287,167
7592,14.6,68,210,6.2,555,192
7593,15.0,67,210,6.7,694,216
7594,15.2,69,160,5.1,805,202
7595,15.4,71,180,6.7,890,165
7596,15.3,70,180,6.2,897,170
7597,15.3,70,180,5.6,891,163
7598,15.2,69,160,5.1,828,180
7599,15.1,67,160,4.8,734,185
7600,15.1,66,160,4.4,583,175
7601,15.0,64,130,4.1,325,147
7602,14.0,69,120,2.6,63,61
7603,13.2,73,120,1.3,0,3
7604,12.5,77,0,0.0,0,0
7605,12.2,77,0,1.3,0,0
7606,12.0,76,50,2.6,0,0
7607,10.8,82,40,2.6,0,0
7608,11.0,82,40,3.1,0,0
7609,9.0,86,40,1.5,0,0
7610,7.0,95,0,0.0,0,0
7611,7.0,100,360,3.1,0,0
7612,7.0,93,360,4.1,0,0
7613,7.2,95,10,5.1,0,4
7614,10.1,86,10,5.6,53,71
7615,13.0,82,350,6.2,293,167
7616,15.4,72,350,4.1,567,189
7617,17.3,62,350,4.3,696,216
7618,19.1,54,350,4.4,791,204
7619,21.0,46,170,4.6,461,457
7620,21.0,47,170,4.9,726,300
7621,21.0,49,120,5.1,855,189
7622,21.2,49,130,4.6,824,184
7623,21.0,49,130,5.1,699,201
7624,20.0,56,120,5.1,408,235
7625,19.2,60,110,4.1,77,161
7626,18.6,65,110,3.9,0,52
7627,18.0,73,90,3.6,0,2
7628,17.8,72,90,5.1,0,0
7629,16.0,77,60,5.1,0,0
7630,15.0,82,50,5.1,0,0
7631,15.2,70,30,5.1,0,0
7632,14.0,72,20,6.2,0,0
7633,13.0,77,30,6.7,0,0
7634,12.0,82,340,5.1,0,0
7635,12.0,83,340,6.1,0,0
7636,12.0,82,40,7.2,0,0
7637,12.4,82,10,6.2,0,1
7638,13.0,82,360,6.2,0,57
7639,14.0,77,20,7.2,230,162
7640,16.0,72,20,6.7,504,208
7641,20.0,60,20,7.2,715,195
7642,21.0,53,360,7.2,825,184
7643,22.4,51,360,6.2,879,175
7644,23.0,47,350,4.1,880,184
7645,24.0,44,350,5.1,769,255
7646,24.6,47,350,6.2,513,350
7647,23.3,52,350,5.1,613,234
7648,22.0,57,190,4.1,566,173
7649,22.8,55,20,2.1,311,153
7650,22.0,60,0,0.0,63,65
7651,20.0,68,70,2.6,0,4
7652,19.0,68,10,5.1,0,0
7653,18.6,68,10,5.1,0,0
7654,18.2,68,10,5.1,0,0
7655,17.8,67,360,5.1,0,0
7656,18.0,68,360,5.1,0,0
7657,17.0,71,360,4.4,0,0
7658,16.0,76,360,3.6,0,0
7659,16.0,77,340,3.6,0,0
7660,14.0,88,330,3.6,0,0
7661,19.4,64,330,4.1,0,5
7662,17.0,82,290,2.6,63,70
7663,21.0,67,220,3.1,288,170
7664,21.2,70,200,5.1,562,189
7665,21.6,66,200,5.4,725,191
7666,22.0,57,200,5.7,821,187
7667,22.0,59,210,5.1,871,180
7668,22.0,57,190,6.2,878,186
7669,21.0,69,190,6.7,856,189
7670,21.0,65,170,5.1,810,186
7671,20.4,68,170,5.8,645,224
7672,19.8,70,170,6.5,355,249
7673,19.2,72,140,7.2,77,164
7674,18.0,77,140,7.2,0,47
7675,17.0,82,140,10.3,0,2
7676,17.0,78,150,9.3,0,0
7677,16.0,77,140,8.2,0,0
7678,15.0,77,150,9.3,0,0
7679,15.0,71,140,9.3,0,0
7680,15.0,72,130,8.2,0,0
7681,14.0,72,140,8.2,0,0
7682,13.8,75,140,9.3,0,0
7683,14.0,72,140,8.2,0,0
7684,13.0,67,140,9.3,0,0
7685,13.0,64,130,9.3,0,5
7686,14.0,63,130,8.2,56,73
7687,14.0,63,130,9.3,298,169
7688,15.1,55,130,10.3,575,189
7689,15.0,55,120,6.2,710,212
7690,15.3,57,120,7.2,817,199
7691,15.6,57,120,8.2,904,159
7692,15.0,55,120,7.2,914,163
7693,15.0,55,130,6.2,907,156
7694,14.7,58,120,8.2,841,177
7695,15.0,59,120,9.3,744,185
7696,15.0,59,130,10.3,593,176
7697,14.4,58,140,7.2,337,152
7698,13.0,58,130,6.2,62,70
7699,12.0,62,120,5.1,0,4
7700,12.4,68,110,4.1,0,0
7701,13.0,72,110,4.1,0,0
7702,11.0,76,60,3.1,0,0
7703,10.2,74,60,4.1,0,0
7704,10.0,71,60,3.1,0,0
7705,9.6,79,60,3.1,0,0
7706,9.2,83,70,3.1,0,0
7707,9.0,81,50,3.1,0,0
7708,8.5,90,50,3.6,0,0
7709,8.0,81,30,4.1,0,5
7710,11.0,78,30,5.6,57,74
7711,14.0,63,20,7.2,299,170
7712,15.6,60,10,6.2,572,191
7713,16.7,56,10,5.8,704,215
7714,17.9,53,10,5.5,813,201
7715,19.0,49,40,5.1,900,162
7716,19.2,52,40,5.5,899,173
7717,19.4,54,40,5.8,770,247
7718,19.6,56,110,6.2,263,403
7719,19.0,60,110,5.1,289,357
7720,19.0,60,110,5.1,318,252
7721,18.8,65,100,6.2,202,173
7722,18.0,73,90,5.1,49,71
7723,17.0,77,90,2.6,0,5
7724,17.2,79,90,2.6,0,0
7725,16.1,85,90,1.3,0,0
7726,15.0,94,0,0.0,0,0
7727,15.4,90,350,3.1,0,0
7728,15.0,94,350,3.6,0,0
7729,15.0,94,30,3.6,0,0
7730,14.4,91,50,7.2,0,0
7731,14.0,94,0,0.0,0,0
7732,14.0,94,360,5.1,0,0
7733,14.4,94,10,6.2,0,2
7734,15.0,94,350,5.1,0,26
7735,16.0,88,350,6.2,0,86
7736,16.2,86,360,6.7,0,155
7737,17.0,82,10,5.7,21,325
7738,17.0,82,10,6.7,134,420
7739,17.8,81,360,6.7,308,412
7740,19.9,72,360,6.2,489,482
7741,22.0,69,10,5.7,720,307
7742,23.2,60,30,2.1,829,178
7743,23.0,61,120,4.6,718,192
7744,21.0,69,120,6.7,503,207
7745,20.4,76,110,4.6,215,168
7746,19.0,83,80,4.1,45,72
7747,18.5,85,80,4.6,0,5
7748,18.0,87,90,5.1,0,0
7749,18.0,83,90,4.1,0,0
7750,17.0,88,80,3.1,0,0
7751,16.4,88,50,2.6,0,0
7752,15.0,94,50,3.6,0,0
7753,15.0,94,40,4.1,0,0
7754,14.4,94,50,3.1,0,0
7755,14.2,95,50,2.1,0,0
7756,14.0,95,50,1.0,0,0
7757,13.8,96,0,0.0,0,5
7758,16.0,88,60,3.1,68,73
7759,18.0,75,60,4.1,290,172
7760,20.0,67,30,5.1,567,190
7761,21.0,73,120,3.6,721,195
7762,21.0,73,130,5.7,809,196
7763,22.4,72,120,4.1,919,131
7764,22.5,72,120,4.8,925,137
7765,22.5,72,120,5.5,919,131
7766,22.6,72,120,6.2,878,135
7767,23.4,64,120,6.9,735,186
7768,24.2,57,120,7.5,578,184
7769,25.0,50,60,8.2,332,157
7770,23.5,55,60,8.0,81,71
7771,22.0,60,60,7.7,0,5
7772,20.6,66,60,6.2,0,0
7773,19.8,70,60,5.6,0,0
